# derived by scripts/check-operation-params.py - do not edit
# a parameter is written name:kind; ? means no class declares it
# column 3 is established for the operation - read by the code that handles it
# column 5 is the rest of what this operation accepts: read by the facade on the way
# down, and for a switch facade that walk does not stop at the handlers, so some of
# it belongs to sibling operations. Both columns are parameters a caller may send -
# together they are what the unread-argument guard allows, unchanged - and only the
# first is established as this operation's, which is what per-operation help prints
# as its own.
DcsWorkshopTool	remove_settings_selected_field	field:string	handler DcsWorkshopTool.doRemoveSettingsSelectedField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_settings_variant	name:string	handler DcsWorkshopTool.doRemoveSettingsVariant, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_total_field	name:string	handler DcsWorkshopTool.doRemoveTotalField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_total_template	groupName:string,groupName2:string,templateType:string,templateType2:string	handler DcsWorkshopTool.doRemoveTotalTemplate, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_union_item	dataSetName:string,name:string	handler DcsWorkshopTool.doRemoveUnionItem, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	remove_user_field	name:string	handler DcsWorkshopTool.doRemoveUserField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	rename_settings_variant	name:string,newName:string,presentation:string	handler DcsWorkshopTool.doRenameSettingsVariant, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	select_field	field:string,title:string	handler DcsWorkshopTool.doAddSettingsSelectedField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_calculated_field	expression:string,name:string,title:string	handler DcsWorkshopTool.doSetCalculatedField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_data_set_field_appearance	appearance:string,dataSet:string,field:string	handler DcsWorkshopTool.doSetDataSetFieldAppearance, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_data_source_property	connectionString:string,dataSourceType:string,name:string	handler DcsWorkshopTool.doSetDataSourceProperty, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_dataset_link_property	destinationDataSet:string,property:string,sourceDataSet:string,value:string	handler DcsWorkshopTool.doSetDataSetLinkProperty, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean
DcsWorkshopTool	set_dataset_property	dataSetName:string,property:string,value:string	handler DcsWorkshopTool.doSetDataSetProperty, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean
DcsWorkshopTool	set_dataset_query	dataSetName:string,queryText:string	handler DcsWorkshopTool.doSetDataSetQuery, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_field_appearance	appearance:string,dataSet:string,field:string	handler DcsWorkshopTool.doSetDataSetFieldAppearance, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_output_param	name:string,value:string	handler DcsWorkshopTool.doSetOutputParameter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean
DcsWorkshopTool	set_output_parameter	name:string,value:string	handler DcsWorkshopTool.doSetOutputParameter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean
DcsWorkshopTool	set_param_value	name:string,userSettingID:string,value:string,variantName:string	handler DcsWorkshopTool.doSetSettingsParameter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean
DcsWorkshopTool	set_parameter	name:string,title:string,type:string	handler DcsWorkshopTool.doSetParameter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_settings_item_user_mode	container:string,index:integer,viewMode:string	handler DcsWorkshopTool.doSetSettingsItemUserMode, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_settings_parameter	name:string,userSettingID:string,value:string,variantName:string	handler DcsWorkshopTool.doSetSettingsParameter, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean
DcsWorkshopTool	set_total_field	expression:string,name:string	handler DcsWorkshopTool.doSetTotalField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DcsWorkshopTool	set_user_field	expression:string,name:string,title:string	handler DcsWorkshopTool.doSetUserField, read in place	attributeName:string,dryRun:boolean,formFqn:string,nestedSchemaName:string,objectName:string,overwriteModel:boolean,projectName:string,property:string,queryText:string,templateName:string,validate_expression:boolean,validate_query:boolean,value:string
DiagnosticsFacadeTool	clean_project	projectName:string	delegate ProjectCleaner	
